sample	before_filtering_total_reads	after_filtering_total_reads	non_rRNA	num_mapped	library_types	genome
batch1_SRR7188836_SRP148555-SRA707995	2620262	1940831	1730027	1194387	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188837_SRP148555-SRA707995	14182011	12639880	925614	575787	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188838_SRP148555-SRA707995	12169171	10967959	402850	227487	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188839_SRP148555-SRA707995	13221228	12026885	1076484	684043	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188840_SRP148555-SRA707995	10715824	9670672	1377095	913499	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188841_SRP148555-SRA707995	13619396	11966482	4986109	3281344	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188842_SRP148555-SRA707995	14789484	13342619	1360111	872478	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188843_SRP148555-SRA707995	13229291	11880850	478812	288676	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR7188844_SRP148555-SRA707995	15242591	13642213	984215	621410	SR	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807396_SRP020509-SRA072537	40069177	24053015	21858297	18276808	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807397_SRP020509-SRA072537	26825475	16384426	14192638	11622031	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807398_SRP020509-SRA072537	28738610	17485044	11120516	9039422	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807399_SRP020509-SRA072537	31569624	19187283	14938822	12316386	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807400_SRP020509-SRA072537	16552481	10652122	7352599	6084483	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807401_SRP020509-SRA072537	16165712	10409818	7403866	6100751	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807402_SRP020509-SRA072537	31519820	19458466	10033609	8206789	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807403_SRP020509-SRA072537	21995675	13365314	10046029	8334826	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807404_SRP020509-SRA072537	26841587	16029634	5056495	4016695	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807405_SRP020509-SRA072537	74021944	41917068	26844295	21970517	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807406_SRP020509-SRA072537	46857767	28428184	23851361	19794297	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807407_SRP020509-SRA072537	60204551	35580681	22288761	18193867	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807408_SRP020509-SRA072537	16475592	12432148	580695	380521	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807409_SRP020509-SRA072537	11325835	7457392	3790936	3019796	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807410_SRP020509-SRA072537	33450692	23678693	14884438	12253595	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807411_SRP020509-SRA072537	18703355	9725950	5542240	4215577	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR807412_SRP020509-SRA072537	23108719	12406746	8493537	6720345	U	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
batch1_SRR2932972_SRP066156-SRA310906	28340539	25435195	2689251	1657330	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932973_SRP066156-SRA310906	13924181	12545140	1516221	964735	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932974_SRP066156-SRA310906	14586185	9724210	3420349	317189	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932975_SRP066156-SRA310906	15805517	6499724	3238013	100445	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932976_SRP066156-SRA310906	10872247	5523527	4123622	27325	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932977_SRP066156-SRA310906	26942514	19200279	12216443	246129	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932978_SRP066156-SRA310906	13473297	9197216	4557220	123608	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932979_SRP066156-SRA310906	11909927	5609303	3729524	36324	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932988_SRP066156-SRA310906	2536417	1971589	771126	114932	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932989_SRP066156-SRA310906	3432460	2602391	2126651	526477	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932990_SRP066156-SRA310906	1764096	1389610	969516	47040	U	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932991_SRP066156-SRA310906	6882724	5372487	2937261	416550	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932992_SRP066156-SRA310906	8495349	6269972	4617145	664733	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932993_SRP066156-SRA310906	5878672	4553610	3683121	416535	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932994_SRP066156-SRA310906	7287781	5604934	4952659	185906	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932995_SRP066156-SRA310906	4837333	3311514	2807040	133151	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932996_SRP066156-SRA310906	3165615	2621299	1398714	95097	SF	Synechococcus.sp.WH.7803_txid32051_SAMEA3138264_Synechococcales
batch1_SRR2932964_SRP066156-SRA310906	54656158	48527508	5576795	3998406	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932965_SRP066156-SRA310906	19176315	17097729	1824042	1290064	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932966_SRP066156-SRA310906	56158341	48748862	10916265	931909	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932967_SRP066156-SRA310906	19247098	6704102	1600774	88680	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932968_SRP066156-SRA310906	5868532	2501301	1330637	11858	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932969_SRP066156-SRA310906	57797114	51460266	21488931	357864	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932970_SRP066156-SRA310906	37929692	15508478	7357319	43761	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2932971_SRP066156-SRA310906	42366058	38917261	14676932	126161	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933006_SRP066156-SRA310906	28999429	24194929	14065850	1394996	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933007_SRP066156-SRA310906	28205478	21049810	14827381	1086407	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933008_SRP066156-SRA310906	13126945	9449021	7611936	360960	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933009_SRP066156-SRA310906	27861762	23355553	12434186	800297	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933010_SRP066156-SRA310906	10995232	8671673	7782056	97754	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933011_SRP066156-SRA310906	43718443	35992340	28955326	978919	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933012_SRP066156-SRA310906	4521063	3618098	1430014	264570	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933013_SRP066156-SRA310906	5760463	4927365	3146620	176543	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933014_SRP066156-SRA310906	8546139	6698469	4009893	232617	SF	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933015_SRP066156-SRA310906	60497281	41137712	5310947	23	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933016_SRP066156-SRA310906	41251115	27885158	5317242	24	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR2933017_SRP066156-SRA310906	64533376	43270410	8039280	32	U	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
batch1_SRR1019215_SRP032230-SRA161965	16989115	15056201	2699819	1196497	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019216_SRP032230-SRA161965	14368176	12696699	1921624	721889	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019217_SRP032230-SRA161965	21270938	18667302	2923488	1045561	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019218_SRP032230-SRA161965	22071485	19736556	1979794	423935	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019236_SRP032230-SRA161965	18230215	16305501	3135398	1405080	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019237_SRP032230-SRA161965	21628202	19264313	3636106	1608272	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019238_SRP032230-SRA161965	15768407	13952926	2893018	1296751	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019239_SRP032230-SRA161965	22255446	19845102	3265154	1461263	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019240_SRP032230-SRA161965	16513712	14569712	2392478	1040103	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019241_SRP032230-SRA161965	17366297	14703066	2111007	661555	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_SRR1019242_SRP032230-SRA161965	30130994	26393870	3781557	1418126	SF	Synechocystis.sp.PCC.6714_txid1147_SAMN02471775_Synechococcales
batch1_DRR483600_DRP010313-DRA016486	9374320	8742941	3931106	2731795	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_DRR483601_DRP010313-DRA016486	7668599	7152721	2959229	2050319	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_DRR483602_DRP010313-DRA016486	8400011	7802047	3473590	2425499	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_DRR483603_DRP010313-DRA016486	7510397	7004456	3216911	2271037	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_DRR483604_DRP010313-DRA016486	8397698	7817316	3411839	2337049	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_DRR483605_DRP010313-DRA016486	8192452	7619190	3223583	2226285	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR2736135_ERP110380-ERA1560755	47158637	45026067	3961875	2532971	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR2736136_ERP110380-ERA1560755	44921591	42915896	3835729	2531675	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650205_ERP118266-ERA2202431	17116945	15462409	15291882	11376127	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650206_ERP118266-ERA2202431	18816501	16870955	16829372	12509456	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650207_ERP118266-ERA2202431	18841137	16951624	16767792	12624685	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650208_ERP118266-ERA2202431	31030388	28124758	26932283	20081137	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650209_ERP118266-ERA2202431	20439316	18394579	18344169	13841956	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650210_ERP118266-ERA2202431	21991866	19890943	14171090	10391556	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650211_ERP118266-ERA2202431	15253673	13710102	13646223	10249927	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650212_ERP118266-ERA2202431	22887251	20488118	15417656	11601894	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650213_ERP118266-ERA2202431	18747371	16896587	16791685	12811566	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650214_ERP118266-ERA2202431	18703450	16878417	16734132	12519094	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650215_ERP118266-ERA2202431	16505910	14837288	13568954	10303717	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650216_ERP118266-ERA2202431	21405062	19407195	12289709	9374067	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650217_ERP118266-ERA2202431	19021161	17213442	16998586	12847055	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650218_ERP118266-ERA2202431	16873746	15125219	15072459	11427578	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR3650219_ERP118266-ERA2202431	15070291	13561265	12185652	9289977	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643345_ERP124213-ERA2935104	16769911	16769261	4762643	3304458	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643346_ERP124213-ERA2935104	17355248	17354577	4805528	3172221	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643347_ERP124213-ERA2935104	15523010	15522403	3835176	2477040	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643348_ERP124213-ERA2935104	11333336	11332875	3317770	1780410	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643349_ERP124213-ERA2935104	9996559	9996208	2556098	1294994	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643350_ERP124213-ERA2935104	11294035	11293542	3061248	1580325	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR4643371_ERP124213-ERA2935104	12437516	12437008	3605005	1769526	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211750_ERP126684-ERA3347711	33347666	31972582	2258809	1061575	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211751_ERP126684-ERA3347711	29803336	28560707	1716229	867583	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211752_ERP126684-ERA3347711	29513698	28263427	3020038	2099656	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211753_ERP126684-ERA3347711	26966757	25731519	1980261	1382661	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211754_ERP126684-ERA3347711	28185785	26901681	2660838	1861174	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211755_ERP126684-ERA3347711	30135916	28920414	3034578	2104541	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211756_ERP126684-ERA3347711	29915007	28693441	2650118	1794564	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211757_ERP126684-ERA3347711	21475958	20565058	1459043	956291	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211758_ERP126684-ERA3347711	25521877	24460761	2016563	1297837	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211759_ERP126684-ERA3347711	28242523	27093084	2249632	1419527	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211760_ERP126684-ERA3347711	111339537	31460799	17578643	9387566	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211761_ERP126684-ERA3347711	113014980	32359256	27426367	18921113	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211762_ERP126684-ERA3347711	61141740	10512931	8944522	6183248	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211763_ERP126684-ERA3347711	125744450	47529530	41957589	28252818	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211764_ERP126684-ERA3347711	72010500	10666087	8704450	5761563	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211765_ERP126684-ERA3347711	108201536	37319315	30218990	20694608	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211766_ERP126684-ERA3347711	83471777	20938668	15949129	10933793	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211767_ERP126684-ERA3347711	103060320	23904810	16803241	9883592	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211768_ERP126684-ERA3347711	115682707	2687463	1963713	470268	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211769_ERP126684-ERA3347711	138479465	2641890	1940435	581733	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_ERR5211770_ERP126684-ERA3347711	148112090	1431312	1047898	213060	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR10091994_SRP221190-SRA959661	12624453	8314881	7379908	1889263	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR10091995_SRP221190-SRA959661	11354001	6535939	5076169	2127857	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019223_SRP032228-SRA108193	12944309	11247422	2342599	1055909	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019247_SRP032228-SRA108193	19850487	17438669	2821868	1046493	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019272_SRP032228-SRA108193	37402779	30939224	5405151	2068572	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019314_SRP032228-SRA108193	39973228	33827478	3625665	839722	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019361_SRP032228-SRA108193	27868081	23694277	7739428	1947010	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019362_SRP032228-SRA108193	30233068	25578949	7480396	1872094	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019363_SRP032228-SRA108193	17126232	14861224	2945244	1299359	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019364_SRP032228-SRA108193	34741999	30074001	5465583	2206442	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019365_SRP032228-SRA108193	41386356	38316163	11800552	2224512	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019366_SRP032228-SRA108193	17899099	15321665	2256256	749470	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019367_SRP032228-SRA108193	33357164	28534481	4782815	1744506	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1019368_SRP032228-SRA108193	31985927	19996830	4109432	1691737	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267198_SRP252009-SRA1052322	38572619	37986303	37774454	20484273	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267199_SRP252009-SRA1052322	46978902	46357238	46287829	26730967	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267200_SRP252009-SRA1052322	49261230	48659208	48530032	24002017	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267201_SRP252009-SRA1052322	47381984	46743691	46606454	22353472	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267202_SRP252009-SRA1052322	46048366	45495242	45396889	23311337	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267203_SRP252009-SRA1052322	52963107	52195837	52074412	31076994	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267204_SRP252009-SRA1052322	53404277	52743644	52639080	32888939	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR11267205_SRP252009-SRA1052322	38242727	37760747	37631587	20242489	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR12108811_SRP269220-SRA1092364	2805633	1280505	76104	36564	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR12108812_SRP269220-SRA1092364	3574785	1650407	58994	22741	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183719_SRP328835-SRA1260758	7076492	5996042	5885088	2643870	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183720_SRP328835-SRA1260758	2560106	1339187	1271885	307334	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183721_SRP328835-SRA1260758	821733	671020	665494	301046	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183722_SRP328835-SRA1260758	6236837	5081163	5026616	1967175	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183723_SRP328835-SRA1260758	2942740	929466	877951	205770	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183724_SRP328835-SRA1260758	578488	417182	413704	188476	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183725_SRP328835-SRA1260758	5182603	4314064	4275462	1578757	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183726_SRP328835-SRA1260758	2874340	1259534	1232981	265773	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183727_SRP328835-SRA1260758	724983	576233	573253	264729	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183728_SRP328835-SRA1260758	5764110	4859422	4788760	1954151	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183729_SRP328835-SRA1260758	2569197	1356558	1341246	338204	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183730_SRP328835-SRA1260758	657978	534004	530721	258758	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183731_SRP328835-SRA1260758	6239656	5282758	5208349	2206933	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183732_SRP328835-SRA1260758	3105889	1894490	1841063	452780	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183733_SRP328835-SRA1260758	981128	816695	811303	376449	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183734_SRP328835-SRA1260758	6528719	5596677	5538586	2298657	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183735_SRP328835-SRA1260758	2525093	1692611	1623896	417721	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183736_SRP328835-SRA1260758	1085593	923671	917992	423065	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183737_SRP328835-SRA1260758	7149103	6046560	5941790	1777973	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183738_SRP328835-SRA1260758	2321789	1076886	1026786	203248	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183739_SRP328835-SRA1260758	726588	579209	573798	239729	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183740_SRP328835-SRA1260758	6618371	5622001	5570034	2064345	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183741_SRP328835-SRA1260758	2513412	1493106	1465416	313118	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183742_SRP328835-SRA1260758	812072	664985	661371	273613	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183743_SRP328835-SRA1260758	5542588	4647754	4607540	1566772	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183744_SRP328835-SRA1260758	2942672	1331450	1313846	262765	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
